Source,Number of sources,Variable,Task,Ethnicity,Age ,Age_sign1,Age_value1,Age_sign2,Age_value2,Unit,Sex,Education,Socioeconomic status,Sign_1,Cut_off_value_1,Sign_2,Cut_off_value_2,Unit,Interpretation 1,Interpretation 2,Comments
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,1,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Dark Green Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,2.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,5.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,5.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,5.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,5.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,5.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Red And Orange Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,0.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,0.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,1,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,1,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Beans And Peas; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,2,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,3.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,6,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for Starchy Vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,1.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,2.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,3.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
